"3taps code","default?",,"city","state","loc_1","location 1","url","loc_2","location_2",,"Display City State","Display State",,"lat-long"
"SDF",,,"US","kentucky","louisville","louisville","louisville.craigslist.org",,,,"Louisville KY","Kentucky",,"(38.252665, -85.758456)"
"OWB",,,"US","kentucky","owensboro","owensboro","owensboro.craigslist.org",,,,"Owensboro KY","Kentucky",,"(37.774215, -87.11333)"
"KYZ",,,"US","kentucky","westky","western KY","westky.craigslist.org",,,,"Western KY","Kentucky",,"(37.167268, -87.692507)"
"BTR",,,"US","louisiana","batonrouge","baton rouge","batonrouge.craigslist.org",,,,"Baton Rouge LA","Louisiana",,"(30.458283, -91.14032)"
"AEX",,,"US","louisiana","cenla","central louisiana","cenla.craigslist.org",,,,"Central LA","Louisiana",,"(31.680123, -93.177966)"
"HUM",,,"US","louisiana","houma","houma","houma.craigslist.org",,,,"Houma LA","Louisiana",,"(29.59577, -90.719535)"
"LFT",,,"US","louisiana","lafayette","lafayette","lafayette.craigslist.org",,,,"Lafayette LA","Louisiana",,"(30.22409, -92.019843)"
"LCH",,,"US","louisiana","lakecharles","lake charles","lakecharles.craigslist.org",,,,"Lake Charles LA","Louisiana",,"(30.226595, -93.217376)"
"MLU",,,"US","louisiana","monroe","monroe","monroe.craigslist.org",,,,"Monroe LA","Louisiana",,"(32.815, -92.20556)"
"MSY",,,"US","louisiana","neworleans","new orleans","neworleans.craigslist.org",,,,"New Orleans LA","Louisiana",,"(29.964722, -90.070556)"
"SHV",,,"US","louisiana","shreveport","shreveport","shreveport.craigslist.org",,,,"Shreveport LA","Louisiana",,"(32.525152, -93.750179)"
"PWM",,,"US","maine","maine","maine","maine.craigslist.org",,,,"Maine ME","Maine",,"(45.253783, -69.445469)"
"WAS",,,"US","maryland","annapolis","annapolis","annapolis.craigslist.org",,,,"Annapolis MD","Maryland",,"(38.978445, -76.492183)"
"BWI",,,"US","maryland","baltimore","baltimore","baltimore.craigslist.org",,,,"Baltimore MD","Maryland",,"(39.290385, -76.612189)"
"VAZ",,,"US","maryland","easternshore","eastern shore","easternshore.craigslist.org",,,,"Eastern Shore VA","Virginia",,"(38.360674, -75.599369)"
"MDZ",,,"US","maryland","frederick","frederick","frederick.craigslist.org",,,,"Frederick MD","Maryland",,"(39.414269, -77.410541)"
"MDZ",,,"US","maryland","smd","southern maryland","smd.craigslist.org",,,,"Southern MD","Maryland",,"(38.318458, -76.454119)"
"CBE",,,"US","maryland","westmd","western maryland","westmd.craigslist.org",,,,"Western MD","Maryland",,"(39.641763, -77.719993)"
"BOS",,,"US","massachusetts","boston","boston","boston.craigslist.org","gbs","boston/camb/brook",,"Boston MA","Mass",,"(42.358431, -71.059773)"
"BOS",,,"US","massachusetts","boston","boston","boston.craigslist.org","nwb","northwest/merrimack",,"Boston MA","Mass",,"(42.358431, -71.059773)"
"BOS",,,"US","massachusetts","boston","boston","boston.craigslist.org","bmw","metro west",,"Boston MA","Mass",,"(42.358431, -71.059773)"
"BOS",,,"US","massachusetts","boston","boston","boston.craigslist.org","nos","north shore",,"Boston MA","Mass",,"(42.358431, -71.059773)"
"BOS",,,"US","massachusetts","boston","boston","boston.craigslist.org","sob","south shore",,"Boston MA","Mass",,"(42.358431, -71.059773)"
"HYA",,,"US","massachusetts","capecod","cape cod / islands","capecod.craigslist.org",,,,"Cape Cod/Islands MA","Mass",,"(41.686222, -70.075851)"
"MAZ",,,"US","massachusetts","southcoast","south coast","southcoast.craigslist.org",,,,"South Coast MA","Mass",,"(41.636215, -70.934205)"
"PSF",,,"US","massachusetts","westernmass","western massachusetts","westernmass.craigslist.org",,,,"Western MA","Mass",,"(42.101483, -72.589811)"
"MAZ",,,"US","massachusetts","worcester","worcester / central MA","worcester.craigslist.org",,,,"Worcester/Central MA","Mass",,"(42.262593, -71.802293)"
"DET",,,"US","michigan","annarbor","ann arbor","annarbor.craigslist.org",,,,"Ann Arbor MI","Michigan",,"(42.270872, -83.726329)"
"AZO",,,"US","michigan","battlecreek","battle creek","battlecreek.craigslist.org",,,,"Battle Creek MI","Michigan",,"(42.321152, -85.179714)"
"MIZ",,,"US","michigan","centralmich","central michigan","centralmich.craigslist.org",,,,"Central MI","Michigan",,"(43.597807, -84.767514)"
"DET","default",,"US","michigan","detroit","detroit metro","detroit.craigslist.org","mcb","macomb co",,"Detroit Metro MI","Michigan",,"(42.331427, -83.045754)"
"DET","default",,"US","michigan","detroit","detroit metro","detroit.craigslist.org","wyn","wayne co",,"Detroit Metro MI","Michigan",,"(42.331427, -83.045754)"
"DET","default",,"US","michigan","detroit","detroit metro","detroit.craigslist.org","okl","oakland co",,"Detroit Metro MI","Michigan",,"(42.331427, -83.045754)"
"MIZ",,,"US","michigan","flint","flint","flint.craigslist.org",,,,"Flint MI","Michigan",,"(43.012527, -83.687456)"
"GRR","default",,"US","michigan","grandrapids","grand rapids","grandrapids.craigslist.org",,,,"Grand Rapids MI","Michigan",,"(42.96336, -85.668086)"
"GRR",,,"US","michigan","holland","holland","holland.craigslist.org",,,,"Holland MI","Michigan",,"(42.787524, -86.10893)"
"JXN",,,"US","michigan","jxn","jackson","jxn.craigslist.org",,,,"Jackson MI","Michigan",,"(42.245869, -84.401346)"
"AZO","default",,"US","michigan","kalamazoo","kalamazoo","kalamazoo.craigslist.org",,,,"Kalamazoo MI","Michigan",,"(42.291707, -85.587229)"
"LAN",,,"US","michigan","lansing","lansing","lansing.craigslist.org",,,,"Lansing MI","Michigan",,"(42.732535, -84.555535)"
"DET",,,"US","michigan","monroemi","monroe","monroemi.craigslist.org",,,,"Monroe MI","Michigan",,"(32.815, -92.20556)"
"MIZ",,,"US","michigan","muskegon","muskegon","muskegon.craigslist.org",,,,"Muskegon MI","Michigan",,"(43.234181, -86.248392)"
"MIZ",,,"US","michigan","nmi","northern michigan","nmi.craigslist.org",,,,"Northern MI","Michigan",,"(45.027513, -84.674752)"
"MIZ",,,"US","michigan","porthuron","port huron","porthuron.craigslist.org",,,,"Port Huron MI","Michigan",,"(42.970863, -82.424914)"
"MBS",,,"US","michigan","saginaw","saginaw-midland-baycity","saginaw.craigslist.org",,,,"Saginaw-Midland-Baycity MI","Michigan",,"(43.41947, -83.950807)"
"AZO",,,"US","michigan","swmi","southwest michigan","swmi.craigslist.org",,,,"Southwest MI","Michigan",,"(41.940326, -85.000521)"
"MIZ",,,"US","michigan","thumb","the thumb","thumb.craigslist.org",,,,"The Thumb MI","Michigan",,"(43.940845, -82.712712)"
"MIZ",,,"US","michigan","up","upper peninsula","up.craigslist.org",,,,"Upper Peninsula MI","Michigan",,"(46.543544, -87.395417)"
"MNZ",,,"US","minnesota","bemidji","bemidji","bemidji.craigslist.org",,,,"Bemidji MN","Minnesota",,"(47.473611, -94.880278)"
"MNZ",,,"US","minnesota","brainerd","brainerd","brainerd.craigslist.org",,,,"Brainerd MN","Minnesota",,"(46.35722, -94.19444)"
"DLH",,,"US","minnesota","duluth","duluth / superior","duluth.craigslist.org",,,,"Duluth/Superior WI","Wisconsin",,"(46.786672, -92.100485)"
"MNZ",,,"US","minnesota","mankato","mankato","mankato.craigslist.org",,,,"Mankato MN","Minnesota",,"(44.163577, -93.9994)"
"MNZ",,,"US","minnesota","marshall","southwest MN","marshall.craigslist.org",,,,"Southwest MN","Minnesota",,"(43.623348, -95.5952)"
"MSP",,,"US","minnesota","minneapolis","minneapolis / st paul","minneapolis.craigslist.org","hnp","hennepin co",,"Minneapolis/St Paul MN","Minnesota",,"(44.979965, -93.263836)"
"MSP",,,"US","minnesota","minneapolis","minneapolis / st paul","minneapolis.craigslist.org","ram","ramsey co",,"Minneapolis/St Paul MN","Minnesota",,"(44.979965, -93.263836)"
"MSP",,,"US","minnesota","minneapolis","minneapolis / st paul","minneapolis.craigslist.org","ank","anok/chis/isa",,"Minneapolis/St Paul MN","Minnesota",,"(44.979965, -93.263836)"
"MSP",,,"US","minnesota","minneapolis","minneapolis / st paul","minneapolis.craigslist.org","wsh","washington/WI",,"Minneapolis/St Paul MN","Minnesota",,"(44.979965, -93.263836)"
"MSP",,,"US","minnesota","minneapolis","minneapolis / st paul","minneapolis.craigslist.org","dak","dakota/scott",,"Minneapolis/St Paul MN","Minnesota",,"(44.979965, -93.263836)"
"MSP",,,"US","minnesota","minneapolis","minneapolis / st paul","minneapolis.craigslist.org","csw","carv/sher/wri",,"Minneapolis/St Paul MN","Minnesota",,"(44.979965, -93.263836)"
"RST",,,"US","minnesota","rmn","rochester","rmn.craigslist.org",,,,"Rochester MN","Minnesota",,"(44.021631, -92.469899)"
"MNZ",,,"US","minnesota","stcloud","st cloud","stcloud.craigslist.org",,,,"St Cloud MN","Minnesota",,"(45.553889, -94.170278)"
"GPT",,,"US","mississippi","gulfport","gulfport / biloxi","gulfport.craigslist.org",,,,"Gulfport/Biloxi MS","Mississippi",,"(30.36742, -89.092816)"
"PIB",,,"US","mississippi","hattiesburg","hattiesburg","hattiesburg.craigslist.org",,,,"Hattiesburg MS","Mississippi",,"(31.327119, -89.290339)"
"JAN",,,"US","mississippi","jackson","jackson","jackson.craigslist.org",,,,"Jackson MS","Mississippi",,"(42.245869, -84.401346)"
"MSZ",,,"US","mississippi","meridian","meridian","meridian.craigslist.org",,,,"Meridian MS","Mississippi",,"(32.36431, -88.703656)"
"MSZ",,,"US","mississippi","natchez","southwest MS","natchez.craigslist.org",,,,"Southwest MS","Mississippi",,"(31.197396, -91.02177)"
"MSZ",,,"US","mississippi","northmiss","north mississippi","northmiss.craigslist.org",,,,"North MS","Mississippi",,"(34.988982, -90.012591)"
"COU",,,"US","missouri","columbiamo","columbia / jeff city","columbiamo.craigslist.org",,,,"Columbia/Jeff City MO","Missouri",,"(38.951705, -92.334072)"
"JLN",,,"US","missouri","joplin","joplin","joplin.craigslist.org",,,,"Joplin MO","Missouri",,"(37.084227, -94.513281)"
"MCI",,,"US","missouri","kansascity","kansas city","kansascity.craigslist.org",,,,"Kansas City MO","Missouri",,"(39.099726, -94.578567)"
"MOZ",,,"US","missouri","kirksville","kirksville","kirksville.craigslist.org",,,,"Kirksville MO","Missouri",,"(40.194754, -92.58325)"
"MOZ",,,"US","missouri","loz","lake of the ozarks","loz.craigslist.org",,,,"Lake of the Ozarks MO","Missouri",,"(37.979486, -92.793854)"
"CGI",,,"US","missouri","semo","southeast missouri","semo.craigslist.org",,,,"Southeast MO","Missouri",,"(36.756999, -90.392888)"
"SGF",,,"US","missouri","springfield","springfield","springfield.craigslist.org",,,,"Springfield MO","Missouri",,"(39.781721, -89.650148)"
"SJS",,,"US","missouri","stjoseph","st joseph","stjoseph.craigslist.org",,,,"St Joseph MO","Missouri",,"(39.757778, -94.836389)"
"STL",,,"US","missouri","stlouis","st louis","stlouis.craigslist.org",,,,"St Louis MO","Missouri",,"(38.646991, -90.224967)"
"BIL",,,"US","montana","billings","billings","billings.craigslist.org",,,,"Billings MT","Montana",,"(45.783286, -108.50069)"
"MTZ",,,"US","montana","bozeman","bozeman","bozeman.craigslist.org",,,,"Bozeman MT","Montana",,"(45.68346, -111.050499)"
"MTZ",,,"US","montana","butte","butte","butte.craigslist.org",,,,"Butte MT","Montana",,"(46.003917, -112.534446)"
"GTF",,,"US","montana","greatfalls","great falls","greatfalls.craigslist.org",,,,"Great Falls MT","Montana",,"(47.500235, -111.300808)"
"MTZ",,,"US","montana","helena","helena","helena.craigslist.org",,,,"Helena MT","Montana",,"(46.595806, -112.027031)"
"MTZ",,,"US","montana","kalispell","kalispell","kalispell.craigslist.org",,,,"Kalispell MT","Montana",,"(48.200531, -114.315102)"
"MSO",,,"US","montana","missoula","missoula","missoula.craigslist.org",,,,"Missoula MT","Montana",,"(46.872146, -113.993998)"
"MTZ",,,"US","montana","montana","montana (old)","montana.craigslist.org",,,,"Montana (Old) MT","Montana",,"(46.879682, -110.362566)"
"NEZ",,,"US","nebraska","grandisland","grand island","grandisland.craigslist.org",,,,"Grand Island NE","Nebraska",,"(40.922222, -98.358056)"
"LNK",,,"US","nebraska","lincoln","lincoln","lincoln.craigslist.org",,,,"Lincoln NE","Nebraska",,"(40.806862, -96.681679)"
"NEZ",,,"US","nebraska","northplatte","north platte","northplatte.craigslist.org",,,,"North Platte NE","Nebraska",,"(41.123887, -100.765423)"
"OMA",,,"US","nebraska","omaha","omaha / council bluffs","omaha.craigslist.org",,,,"Omaha/Council Bluffs NE","Nebraska",,"(41.254006, -95.999258)"
"NEZ",,,"US","nebraska","scottsbluff","scottsbluff / panhandle","scottsbluff.craigslist.org",,,,"Scottsbluff/Panhandle NE","Nebraska",,"(41.867222, -103.660833)"
"NVZ",,,"US","nevada","elko","elko","elko.craigslist.org",,,,"Elko NV","Nevada",,"(40.832421, -115.763123)"
"LAS",,,"US","nevada","lasvegas","las vegas","lasvegas.craigslist.org",,,,"Las Vegas NV","Nevada",,"(36.114646, -115.172816)"
"RNO",,,"US","nevada","reno","reno / tahoe","reno.craigslist.org",,,,"Reno/Tahoe NV","Nevada",,"(39.529633, -119.813803)"
"CNH",,,"US","new hampshire","nh","new hampshire","nh.craigslist.org",,,,"New Hampshire NH","New Hampshire",,"(43.193852, -71.572395)"
"NJZ",,,"US","new jersey","cnj","central NJ","cnj.craigslist.org",,,,"Central NJ","New Jersey",,"(40.348718, -74.659047)"
"NJZ",,,"US","new jersey","jerseyshore","jersey shore","jerseyshore.craigslist.org",,,,"Jersey Shore NJ","New Jersey",,"(39.953729, -74.197919)"
"NJZ",,,"US","new jersey","newjersey","north jersey","newjersey.craigslist.org",,,,"North Jersey NJ","New Jersey",,"(40.74399, -74.032363)"
"NJZ",,,"US","new jersey","southjersey","south jersey","southjersey.craigslist.org",,,,"South Jersey NJ","New Jersey",,"(39.925946, -75.11962)"
"ABQ",,,"US","new mexico","albuquerque","albuquerque","albuquerque.craigslist.org",,,,"Albuquerque NM","New Mexico",,"(35.084491, -106.651137)"
"CVN",,,"US","new mexico","clovis","clovis / portales","clovis.craigslist.org",,,,"Clovis/Portales NM","New Mexico",,"(34.404799, -103.205227)"
"NMZ",,,"US","new mexico","farmington","farmington","farmington.craigslist.org",,,,"Farmington NM","New Mexico",,"(36.728058, -108.218686)"
"LRU",,,"US","new mexico","lascruces","las cruces","lascruces.craigslist.org",,,,"Las Cruces NM","New Mexico",,"(32.31994, -106.763654)"
"NMZ",,,"US","new mexico","roswell","roswell / carlsbad","roswell.craigslist.org",,,,"Roswell/Carlsbad NM","New Mexico",,"(33.394265, -104.523024)"
"SAF",,,"US","new mexico","santafe","santa fe / taos","santafe.craigslist.org",,,,"Santa Fe/Taos NM","New Mexico",,"(35.686975, -105.937799)"
"ALB",,,"US","new york","albany","albany","albany.craigslist.org",,,,"Albany NY","New York",,"(31.578507, -84.155741)"
"BGM",,,"US","new york","binghamton","binghamton","binghamton.craigslist.org",,,,"Binghamton NY","New York",,"(42.098687, -75.917974)"
"BUF",,,"US","new york","buffalo","buffalo","buffalo.craigslist.org",,,,"Buffalo NY","New York",,"(42.886447, -78.878369)"
"NYZ",,,"US","new york","catskills","catskills","catskills.craigslist.org",,,,"Catskills NY","New York",,"(42.21731, -73.864573)"
"NYZ",,,"US","new york","chautauqua","chautauqua","chautauqua.craigslist.org",,,,"Chautauqua NY","New York",,"(42.20978, -79.466714)"
"ELM",,,"US","new york","elmira","elmira-corning","elmira.craigslist.org",,,,"Elmira-Corning NY","New York",,"(42.089796, -76.807734)"
"NYZ",,,"US","new york","fingerlakes","finger lakes","fingerlakes.craigslist.org",,,,"Finger Lakes NY","New York",,"(42.874231, -77.288038)"
"NYZ",,,"US","new york","glensfalls","glens falls","glensfalls.craigslist.org",,,,"Glens Falls NY","New York",,"(43.309516, -73.644006)"
"NYZ",,,"US","new york","hudsonvalley","hudson valley","hudsonvalley.craigslist.org",,,,"Hudson Valley NY","New York",,"(41.720927, -73.960138)"
"ITH",,,"US","new york","ithaca","ithaca","ithaca.craigslist.org",,,,"Ithaca NY","New York",,"(42.4423344873224, -76.50192260742188)"
"NYC",,,"US","new york","longisland","long island","longisland.craigslist.org",,,,"Long Island NY","New York",,"(40.799256620052255, -73.30078125)"
"NYC",,,"US","new york","newyork","new york city","newyork.craigslist.org","mnh","manhattan",,"Fairfield Co CT","Connecticut",,"(40.714353, -74.005973)"
"NYC",,,"US","new york","newyork","new york city","newyork.craigslist.org","brk","brooklyn",,"Fairfield Co CT","Connecticut",,"(40.714353, -74.005973)"
"NYC",,,"US","new york","newyork","new york city","newyork.craigslist.org","que","queens",,"Fairfield Co CT","Connecticut",,"(40.714353, -74.005973)"
"NYC",,,"US","new york","newyork","new york city","newyork.craigslist.org","brx","bronx",,"Fairfield Co CT","Connecticut",,"(40.714353, -74.005973)"
"NYC",,,"US","new york","newyork","new york city","newyork.craigslist.org","stn","staten island",,"Fairfield Co CT","Connecticut",,"(40.714353, -74.005973)"
"NYC",,,"US","new york","newyork","new york city","newyork.craigslist.org","jsy","new jersey",,"Fairfield Co CT","Connecticut",,"(40.714353, -74.005973)"
"NYC",,,"US","new york","newyork","new york city","newyork.craigslist.org","lgi","long island",,"Fairfield Co CT","Connecticut",,"(40.714353, -74.005973)"
"NYC",,,"US","new york","newyork","new york city","newyork.craigslist.org","wch","westchester",,"Fairfield Co CT","Connecticut",,"(40.714353, -74.005973)"
"NYC",,,"US","new york","newyork","new york city","newyork.craigslist.org","fct","fairfield",,"Fairfield Co CT","Connecticut",,"(40.714353, -74.005973)"
"NYZ",,,"US","new york","oneonta","oneonta","oneonta.craigslist.org",,,,"Oneonta NY","New York",,"(42.452857, -75.063775)"
"NYZ",,,"US","new york","plattsburgh","plattsburgh-adirondacks","plattsburgh.craigslist.org",,,,"Plattsburgh-Adirondacks NY","New York",,"(44.699487, -73.452912)"
"NYZ",,,"US","new york","potsdam","potsdam-canton-massena","potsdam.craigslist.org",,,,"Potsdam-Canton-Massena NY","New York",,"(44.66978, -74.981308)"
"ROC",,,"US","new york","rochester","rochester","rochester.craigslist.org",,,,"Rochester NY","New York",,"(44.021631, -92.469899)"
"SYR",,,"US","new york","syracuse","syracuse","syracuse.craigslist.org",,,,"Syracuse NY","New York",,"(43.048122, -76.147424)"
"NYZ",,,"US","new york","twintiers","twin tiers NY/PA","twintiers.craigslist.org",,,,"Twin Tiers NY/PA","New York",,"(41.843949, -79.145044)"
"NYZ",,,"US","new york","utica","utica-rome-oneida","utica.craigslist.org",,,,"Utica-Rome-Oneida NY","New York",,"(43.09772398456919, -75.23265838623047)"
"NYZ",,,"US","new york","watertown","watertown","watertown.craigslist.org",,,,"Watertown NY","New York",,"(43.974784, -75.910756)"
"AVL",,,"US","north carolina","asheville","asheville","asheville.craigslist.org",,,,"Asheville NC","N Carolina",,"(35.600945, -82.554015)"
"NCZ",,,"US","north carolina","boone","boone","boone.craigslist.org",,,,"Boone NC","N Carolina",,"(36.216795, -81.674552)"
"CLT",,,"US","north carolina","charlotte","charlotte","charlotte.craigslist.org",,,,"Charlotte NC","N Carolina",,"(35.227087, -80.843127)"
"NCZ",,,"US","north carolina","eastnc","eastern NC","eastnc.craigslist.org",,,,"Eastern NC","N Carolina",,"(35.305447, -76.788543)"
"FAY",,,"US","north carolina","fayetteville","fayetteville","fayetteville.craigslist.org",,,,"Fayetteville NC","N Carolina",,"(36.06258, -94.157426)"
"GSO","default",,"US","north carolina","greensboro","greensboro","greensboro.craigslist.org",,,,"Greensboro NC","N Carolina",,"(36.072635, -79.791975)"
"HKY",,,"US","north carolina","hickory","hickory / lenoir","hickory.craigslist.org",,,,"Hickory/Lenoir NC","N Carolina",,"(35.91402, -81.538985)"
"OAJ",,,"US","north carolina","onslow","jacksonville","onslow.craigslist.org",,,,"Jacksonville NC","N Carolina",,"(30.332184, -81.655651)"
"NCZ",,,"US","north carolina","outerbanks","outer banks","outerbanks.craigslist.org",,,,"Outer Banks NC","N Carolina",,"(36.030723, -75.67601)"
"RDU",,,"US","north carolina","raleigh","raleigh / durham / CH","raleigh.craigslist.org",,,,"Raleigh/Durham/CH NC","N Carolina",,"(35.772096, -78.638614)"
"ILM",,,"US","north carolina","wilmington","wilmington","wilmington.craigslist.org",,,,"Wilmington NC","N Carolina",,"(34.225725, -77.94471)"
"GSO",,,"US","north carolina","winstonsalem","winston-salem","winstonsalem.craigslist.org",,,,"Winston-Salem NC","N Carolina",,"(36.09986, -80.244216)"
"BIS",,,"US","north dakota","bismarck","bismarck","bismarck.craigslist.org",,,,"Bismarck ND","North Dakota",,"(46.808327, -100.783739)"
"FAR",,,"US","north dakota","fargo","fargo / moorhead","fargo.craigslist.org",,,,"Fargo/Moorhead MN","Minnesota",,"(46.877186, -96.789803)"
"GFK",,,"US","north dakota","grandforks","grand forks","grandforks.craigslist.org",,,,"Grand Forks ND","North Dakota",,"(47.925257, -97.032855)"
"NDZ",,,"US","north dakota","nd","north dakota","nd.craigslist.org",,,,"North Dakota ND","North Dakota",,"(48.146968, -103.617974)"
"CAK",,,"US","ohio","akroncanton","akron / canton","akroncanton.craigslist.org",,,,"Akron/Canton OH","Ohio",,"(41.081445, -81.519005)"
"OHZ",,,"US","ohio","ashtabula","ashtabula","ashtabula.craigslist.org",,,,"Ashtabula OH","Ohio",,"(41.865053, -80.789809)"
"OHZ",,,"US","ohio","athensohio","athens","athensohio.craigslist.org",,,,"Athens OH","Ohio",,"(33.955802, -83.382366)"
"OHZ",,,"US","ohio","chillicothe","chillicothe","chillicothe.craigslist.org",,,,"Chillicothe OH","Ohio",,"(39.33312, -82.982402)"
"CIN",,,"US","ohio","cincinnati","cincinnati","cincinnati.craigslist.org",,,,"Cincinnati OH","Ohio",,"(39.103118, -84.51202)"
"CLE",,,"US","ohio","cleveland","cleveland","cleveland.craigslist.org",,,,"Cleveland OH","Ohio",,"(41.499495, -81.695409)"
"CMH",,,"US","ohio","columbus","columbus","columbus.craigslist.org",,,,"Columbus OH","Ohio",,"(33.509851, -82.25833)"
"DAY",,,"US","ohio","dayton","dayton / springfield","dayton.craigslist.org",,,,"Dayton/Springfield OH","Ohio",,"(39.758948, -84.191607)"
"FDY",,,"US","ohio","limaohio","lima / findlay","limaohio.craigslist.org",,,,"Lima/Findlay OH","Ohio",,"(40.742551, -84.105226)"
"MFD","default",,"US","ohio","mansfield","mansfield","mansfield.craigslist.org",,,,"Mansfield OH","Ohio",,"(40.75839, -82.515447)"
"OHZ",,,"US","ohio","sandusky","sandusky","sandusky.craigslist.org",,,,"Sandusky OH","Ohio",,"(41.44894, -82.70796)"
"TOL",,,"US","ohio","toledo","toledo","toledo.craigslist.org",,,,"Toledo OH","Ohio",,"(41.663938, -83.555212)"
"OHZ",,,"US","ohio","tuscarawas","tuscarawas co","tuscarawas.craigslist.org",,,,"Tuscarawas Co OH","Ohio",,"(40.397897, -81.427898)"
"YNG",,,"US","ohio","youngstown","youngstown","youngstown.craigslist.org",,,,"Youngstown OH","Ohio",,"(41.09978, -80.649519)"
"OHZ",,,"US","ohio","zanesville","zanesville / cambridge","zanesville.craigslist.org",,,,"Zanesville/Cambridge OH","Ohio",,"(39.940345, -82.013192)"
"OKZ",,,"US","oklahoma","enid","northwest OK","enid.craigslist.org",,,,"Northwest OK","Oklahoma",,"(36.395589, -97.878391)"
"LAW",,,"US","oklahoma","lawton","lawton","lawton.craigslist.org",,,,"Lawton OK","Oklahoma",,"(34.608685, -98.39033)"
"OKC",,,"US","oklahoma","oklahomacity","oklahoma city","oklahomacity.craigslist.org",,,,"Oklahoma City OK","Oklahoma",,"(35.46756, -97.516428)"
"OKZ",,,"US","oklahoma","stillwater","stillwater","stillwater.craigslist.org",,,,"Stillwater OK","Oklahoma",,"(36.115607, -97.058368)"
"TUL",,,"US","oklahoma","tulsa","tulsa","tulsa.craigslist.org",,,,"Tulsa OK","Oklahoma",,"(36.153982, -95.992775)"
"RDM",,,"US","oregon","bend","bend","bend.craigslist.org",,,,"Bend OR","Oregon",,"(44.058173, -121.31531)"
"CVO","default",,"US","oregon","corvallis","corvallis/albany","corvallis.craigslist.org",,,,"Corvallis/Albany OR","Oregon",,"(44.564566, -123.262043)"
"ORZ",,,"US","oregon","eastoregon","east oregon","eastoregon.craigslist.org",,,,"East Oregon OR","Oregon",,"(45.84041, -119.28946)"
"EUG",,,"US","oregon","eugene","eugene","eugene.craigslist.org",,,,"Eugene OR","Oregon",,"(44.052069, -123.086754)"
"ORZ",,,"US","oregon","klamath","klamath falls","klamath.craigslist.org",,,,"Klamath Falls OR","Oregon",,"(42.224867, -121.78167)"
"MFR",,,"US","oregon","medford","medford-ashland","medford.craigslist.org",,,,"Medford-Ashland OR","Oregon",,"(42.194576, -122.709477)"
"ORZ",,,"US","oregon","oregoncoast","oregon coast","oregoncoast.craigslist.org",,,,"Oregon Coast OR","Oregon",,"(43.366501, -124.21789)"
"PDX",,,"US","oregon","portland","portland","portland.craigslist.org","mlt","multnomah co",,"Portland OR","Oregon",,"(45.523452, -122.676207)"
"PDX",,,"US","oregon","portland","portland","portland.craigslist.org","wsc","washington co",,"Portland OR","Oregon",,"(45.523452, -122.676207)"
"PDX",,,"US","oregon","portland","portland","portland.craigslist.org","clk","clark/cowlitz",,"Portland OR","Oregon",,"(45.523452, -122.676207)"
"PDX",,,"US","oregon","portland","portland","portland.craigslist.org","clc","clackamas co",,"Portland OR","Oregon",,"(45.523452, -122.676207)"
"PDX",,,"US","oregon","portland","portland","portland.craigslist.org","nco","north coast",,"Portland OR","Oregon",,"(45.523452, -122.676207)"
"PDX",,,"US","oregon","portland","portland","portland.craigslist.org","yam","yamhill co",,"Portland OR","Oregon",,"(45.523452, -122.676207)"
"PDX",,,"US","oregon","portland","portland","portland.craigslist.org","grg","columbia gorge",,"Portland OR","Oregon",,"(45.523452, -122.676207)"
"ORZ",,,"US","oregon","roseburg","roseburg","roseburg.craigslist.org",,,,"Roseburg OR","Oregon",,"(43.216505, -123.341738)"
"CVO",,,"US","oregon","salem","salem","salem.craigslist.org",,,,"Salem OR","Oregon",,"(44.942898, -123.035096)"
"ABE",,,"US","pennsylvania","allentown","lehigh valley","allentown.craigslist.org",,,,"Lehigh Valley PA","Pennsylvania",,"(41.274529, -75.453796)"
"AOO",,,"US","pennsylvania","altoona","altoona-johnstown","altoona.craigslist.org",,,,"Altoona-Johnstown PA","Pennsylvania",,"(40.518681, -78.394736)"
"PAZ",,,"US","pennsylvania","chambersburg","cumberland valley","chambersburg.craigslist.org",,,,"Cumberland Valley PA","Pennsylvania",,"(39.811017, -78.6342)"
"ERE",,,"US","pennsylvania","erie","erie","erie.craigslist.org",,,,"Erie PA","Pennsylvania",,"(42.129224, -80.085059)"
"HAR",,,"US","pennsylvania","harrisburg","harrisburg","harrisburg.craigslist.org",,,,"Harrisburg PA","Pennsylvania",,"(40.2737, -76.884418)"
"LNS",,,"US","pennsylvania","lancaster","lancaster","lancaster.craigslist.org",,,,"Lancaster PA","Pennsylvania",,"(40.037876, -76.305514)"
"PAZ",,,"US","pennsylvania","meadville","meadville","meadville.craigslist.org",,,,"Meadville PA","Pennsylvania",,"(41.641444, -80.151448)"
"SCE",,,"US","pennsylvania","pennstate","state college","pennstate.craigslist.org",,,,"State College PA","Pennsylvania",,"(40.793395, -77.860001)"
"PHL",,,"US","pennsylvania","philadelphia","philadelphia","philadelphia.craigslist.org",,,,"Philadelphia PA","Pennsylvania",,"(39.952335, -75.163789)"
"PIT",,,"US","pennsylvania","pittsburgh","pittsburgh","pittsburgh.craigslist.org",,,,"Pittsburgh PA","Pennsylvania",,"(40.440625, -79.995886)"
"PAZ",,,"US","pennsylvania","poconos","poconos","poconos.craigslist.org",,,,"Poconos PA","Pennsylvania",,"(41.322316, -74.802388)"
"PAZ",,,"US","pennsylvania","reading","reading","reading.craigslist.org",,,,"Reading PA","Pennsylvania",,"(40.33215123550075, -75.9268569946289)"
